"num users" "Market" "Ideal TCP"
2 1  0.399 
3 0.993  0.096 
4 0.965  0.016 
5 0.927  0.005 
6 0.863  0 
7 0.801  0 
8 0.739  0 
9 0.665  0 
10 0.623  0 
